frame cellnumber x-cent y-cent actinedge filopodia bleb lamellipodia 
1.500000000000000000e+01 1.000000000000000000e+00 1.440000000000000000e+02 3.400000000000000000e+02 1.552210358556827630e-06 9.983486794874184556e-01 1.141954350917532170e-06 1.648626347871969119e-03
1.600000000000000000e+01 1.000000000000000000e+00 1.390000000000000000e+02 3.490000000000000000e+02 5.848507937590549302e-05 9.314385376112876980e-01 7.526031406139779443e-04 6.775037416872226048e-02
1.700000000000000000e+01 1.000000000000000000e+00 1.330000000000000000e+02 3.670000000000000000e+02 4.878929028224025821e-04 3.214903062260966032e-02 1.980267422791190477e-03 9.653828090517766469e-01
1.000000000000000000e+00 2.000000000000000000e+00 2.210000000000000000e+02 9.810000000000000000e+02 1.884533866318702700e-11 9.999940968693615817e-01 7.394833898319202780e-08 5.829163453999998110e-06
2.000000000000000000e+00 2.000000000000000000e+00 2.190000000000000000e+02 9.830000000000000000e+02 8.946280089304356856e-10 9.999646478863025711e-01 2.276010609220173399e-07 3.512361800831027364e-05
3.000000000000000000e+00 2.000000000000000000e+00 2.180000000000000000e+02 9.830000000000000000e+02 3.592639364205116069e-13 9.999995552566719459e-01 2.742675790815222487e-07 1.704753898116018811e-07
4.000000000000000000e+00 2.000000000000000000e+00 2.160000000000000000e+02 9.810000000000000000e+02 2.604921404528152116e-14 9.999998458566687898e-01 5.414423254818948576e-08 9.999907268993928277e-08
5.000000000000000000e+00 2.000000000000000000e+00 2.150000000000000000e+02 9.760000000000000000e+02 1.665115456387674093e-14 9.999998666531638714e-01 3.334208572459745056e-08 1.000047336051713303e-07
7.000000000000000000e+00 2.000000000000000000e+00 2.140000000000000000e+02 9.750000000000000000e+02 5.487501087201723023e-14 9.999996844311257460e-01 3.334183809173093818e-08 2.822269814004064110e-07
1.200000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.760000000000000000e+02 1.097654709590971300e-13 9.999995425052139453e-01 3.335097092453730469e-08 4.241437052790290423e-07
1.300000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.760000000000000000e+02 3.802423248821586025e-13 9.999991467036871695e-01 3.335279883169338844e-08 8.199431338241915969e-07
1.400000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.730000000000000000e+02 2.989701907583591815e-12 9.999976378195670756e-01 3.340644362467925513e-08 2.328770999617932966e-06
1.500000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.740000000000000000e+02 1.688510716604389615e-10 9.999824446873601946e-01 3.861992415212157851e-08 1.751652386457302126e-05
1.600000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.800000000000000000e+02 1.144143150499493129e-10 9.999855568583373433e-01 3.368845863495120082e-08 1.440933878962729845e-05
1.700000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.770000000000000000e+02 3.367943731767115687e-10 9.999752225126756766e-01 3.354208792180892464e-08 2.474360844207309181e-05
1.800000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.780000000000000000e+02 2.518633834927495050e-11 9.999931993950683662e-01 3.335499295315763308e-08 6.767224752249309096e-06
1.900000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.780000000000000000e+02 6.870769405552657545e-10 9.999645838534110265e-01 3.375066290104054922e-08 3.538170884901782560e-05
2.000000000000000000e+01 2.000000000000000000e+00 2.090000000000000000e+02 9.790000000000000000e+02 2.519823449455888404e-08 9.997856332037373672e-01 5.714928492714817117e-08 2.142844487431969222e-04
2.100000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.780000000000000000e+02 2.899629745223488636e-10 9.999769854407628555e-01 3.353598258641256689e-08 2.298073329133253561e-05
2.200000000000000000e+01 2.000000000000000000e+00 2.080000000000000000e+02 9.810000000000000000e+02 9.289097597756365901e-06 9.461740625816089656e-01 1.265233414957486524e-06 5.381538308737840448e-02
2.300000000000000000e+01 2.000000000000000000e+00 2.090000000000000000e+02 9.800000000000000000e+02 5.647622561545240120e-06 9.517169534431926259e-01 9.764913139809179686e-07 4.827642244293191276e-02
2.400000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.790000000000000000e+02 8.688985222773061797e-10 9.999602406642342789e-01 3.411839786970523894e-08 3.972434846932899573e-05
2.500000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.780000000000000000e+02 1.220144878687048848e-10 9.999850682986660688e-01 3.350935066863872104e-08 1.489806996879994642e-05
2.600000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.770000000000000000e+02 9.235874647060188635e-10 9.999589482812391017e-01 3.390284260405100987e-08 4.101689233072534414e-05
2.700000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.780000000000000000e+02 9.159115910716780007e-09 9.998708613748026330e-01 3.907910434693148228e-08 1.290903869772171966e-04
2.800000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.760000000000000000e+02 3.758061527249645286e-10 9.999738116898496676e-01 3.365201073047139249e-08 2.615428233347222151e-05
2.900000000000000000e+01 2.000000000000000000e+00 2.140000000000000000e+02 9.760000000000000000e+02 2.040240421131534055e-07 9.993895644833071801e-01 1.930596950111670855e-07 6.100384329555536000e-04
3.000000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.730000000000000000e+02 7.574667235218526281e-09 9.998824796440264340e-01 4.244466686949927854e-08 1.174703366393667581e-04
3.100000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.740000000000000000e+02 1.209935351497626844e-05 9.367436818006528165e-01 1.279106936376116430e-05 6.323142777646852120e-02
3.200000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.740000000000000000e+02 1.989581660097567878e-08 9.998115091003234589e-01 5.128338823137748654e-08 1.884197204715700716e-04
3.300000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.730000000000000000e+02 7.974101088717059456e-05 2.132668377798441761e-01 4.639547524417322768e-04 7.861894664568270796e-01
3.400000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.730000000000000000e+02 2.424685070090569950e-05 9.932408897608455689e-01 1.474644610570640242e-05 6.720116942347640829e-03
3.500000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.720000000000000000e+02 7.553161775426166387e-05 4.105874784227296348e-01 6.309852876884218629e-05 5.892738914307473763e-01
3.600000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.730000000000000000e+02 4.605164034687112439e-06 9.970818842064996801e-01 2.838232162835873902e-06 2.910672397302808273e-03
3.700000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.720000000000000000e+02 1.941663986455860417e-05 1.203510522168600716e-01 7.148312346680759874e-05 8.795580480198087470e-01
3.800000000000000000e+01 2.000000000000000000e+00 2.080000000000000000e+02 9.700000000000000000e+02 3.040948941576208762e-05 9.925775500218455560e-01 2.020259307669689826e-05 7.371837895661934384e-03
3.900000000000000000e+01 2.000000000000000000e+00 2.070000000000000000e+02 9.630000000000000000e+02 5.318997380832665538e-04 9.663158958625840400e-01 3.131387414990748378e-04 3.283906565783369091e-02
4.000000000000000000e+01 2.000000000000000000e+00 2.160000000000000000e+02 9.760000000000000000e+02 2.756941548891496850e-06 9.977462402350814052e-01 1.707182743288449780e-06 2.249295640626411408e-03
4.100000000000000000e+01 2.000000000000000000e+00 2.150000000000000000e+02 9.750000000000000000e+02 6.047687736954976233e-05 9.892141164805191567e-01 3.638831598242730776e-05 1.068901832612891879e-02
4.200000000000000000e+01 2.000000000000000000e+00 2.120000000000000000e+02 9.720000000000000000e+02 3.686523832254628304e-07 9.991788563124973654e-01 2.575711015203353767e-07 8.205174640179527419e-04
4.300000000000000000e+01 2.000000000000000000e+00 2.140000000000000000e+02 9.730000000000000000e+02 1.163379655415254841e-05 9.953406190865484726e-01 7.067287434117245479e-06 4.640679829463431084e-03
4.400000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.700000000000000000e+02 1.886223332468281505e-06 9.981371260640664600e-01 1.177118241978547432e-06 1.859810594358945676e-03
4.500000000000000000e+01 2.000000000000000000e+00 2.160000000000000000e+02 9.730000000000000000e+02 2.904685992375098220e-10 9.999769646603733353e-01 3.351024997756700133e-08 2.300153890824678900e-05
4.600000000000000000e+01 2.000000000000000000e+00 2.030000000000000000e+02 9.550000000000000000e+02 3.123605332736651092e-08 9.997613401202488648e-01 5.241161593109250962e-08 2.385762320819050455e-04
4.700000000000000000e+01 2.000000000000000000e+00 2.030000000000000000e+02 9.540000000000000000e+02 3.629435594983972137e-11 9.999918358593140599e-01 3.335789584023645706e-08 8.130746495549755434e-06
4.800000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.710000000000000000e+02 1.572920378568327397e-08 9.998306094965822011e-01 4.289963746534105516e-08 1.693318745765877138e-04
4.900000000000000000e+01 2.000000000000000000e+00 2.090000000000000000e+02 9.650000000000000000e+02 1.128053853158158144e-07 9.995462813066648966e-01 1.021671284379486631e-07 4.535037208214436153e-04
5.000000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.700000000000000000e+02 5.892544512074948934e-08 9.996724143036307408e-01 6.963903102145983023e-08 3.274571318930356292e-04
5.100000000000000000e+01 2.000000000000000000e+00 2.060000000000000000e+02 9.580000000000000000e+02 6.330960317638807816e-08 9.996600535126183296e-01 7.181903677041884462e-08 3.398113587416836333e-04
5.200000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.650000000000000000e+02 1.479798130658245869e-08 9.998356888127412079e-01 4.231925463793645013e-08 1.642540700228515475e-04
5.300000000000000000e+01 2.000000000000000000e+00 2.050000000000000000e+02 9.570000000000000000e+02 1.641001204309030473e-04 9.819233576820027842e-01 9.798676248281036334e-05 1.781455543508375650e-02
5.400000000000000000e+01 2.000000000000000000e+00 2.080000000000000000e+02 9.610000000000000000e+02 5.372859049789322633e-04 9.661317199080720064e-01 3.162680998518526180e-04 3.301472608709731665e-02
5.500000000000000000e+01 2.000000000000000000e+00 2.090000000000000000e+02 9.600000000000000000e+02 7.811798689858295489e-10 9.999622345618514041e-01 3.380714741717016210e-08 3.773084982135380382e-05
5.600000000000000000e+01 2.000000000000000000e+00 2.110000000000000000e+02 9.630000000000000000e+02 2.559922227546966316e-09 9.999316564520051021e-01 3.488612179195661612e-08 6.830610195099025891e-05
5.700000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+02 9.630000000000000000e+02 4.134492419221187090e-06 9.972355045190423040e-01 2.537776471796227025e-06 2.757823212066710938e-03
5.800000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.670000000000000000e+02 6.944785525165243778e-02 1.491483296508520733e-02 3.007804933057455724e-03 9.126295068502049412e-01
5.900000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.710000000000000000e+02 1.943753808785618487e-01 8.171157105601659087e-02 2.527612561720035678e-02 6.986369224482211759e-01
6.000000000000000000e+01 2.000000000000000000e+00 2.130000000000000000e+02 9.720000000000000000e+02 2.127590170021591010e-01 9.364999019228120725e-02 2.681288333424795486e-02 6.667781094713116641e-01
6.100000000000000000e+01 2.000000000000000000e+00 2.160000000000000000e+02 9.790000000000000000e+02 8.166331127794954070e-02 1.739648909620985714e-02 7.259937106487880524e-04 9.002142059151918563e-01
1.000000000000000000e+00 3.000000000000000000e+00 2.400000000000000000e+02 6.940000000000000000e+02 1.531889418911411629e-02 1.321153090225463094e-05 9.827196299171004901e-01 1.948264362883379711e-03
2.000000000000000000e+00 3.000000000000000000e+00 2.370000000000000000e+02 6.930000000000000000e+02 3.738117097670974609e-03 2.642737041751309885e-05 9.944331141226800952e-01 1.802341409231291488e-03
3.000000000000000000e+00 3.000000000000000000e+00 2.350000000000000000e+02 6.940000000000000000e+02 3.279782619136905990e-03 1.350142209758865913e-05 9.952284191333850005e-01 1.478296825380570351e-03
4.000000000000000000e+00 3.000000000000000000e+00 2.330000000000000000e+02 6.960000000000000000e+02 2.379468339051133124e-03 5.100467989649297707e-06 9.970263639585216220e-01 5.890672344375171184e-04
5.000000000000000000e+00 3.000000000000000000e+00 2.310000000000000000e+02 6.940000000000000000e+02 3.040128434336194715e-02 1.070101186765406613e-04 9.549892982575594047e-01 1.450240728040225191e-02
6.000000000000000000e+00 3.000000000000000000e+00 2.290000000000000000e+02 6.920000000000000000e+02 7.308024057414742869e-03 4.148277550003831804e-05 9.911018532982782681e-01 1.548639868806950086e-03
7.000000000000000000e+00 3.000000000000000000e+00 2.260000000000000000e+02 6.960000000000000000e+02 1.565081707419381171e-03 7.791190269683677776e-06 9.955017713981985095e-01 2.925355704112426059e-03
8.000000000000000000e+00 3.000000000000000000e+00 2.290000000000000000e+02 6.980000000000000000e+02 4.213502263451252179e-03 1.532537756440585010e-05 9.864289931378787957e-01 9.342179221105469805e-03
9.000000000000000000e+00 3.000000000000000000e+00 2.290000000000000000e+02 6.980000000000000000e+02 8.212228113662606299e-01 2.520353301813749798e-04 9.630222317719117422e-03 1.688949309858389369e-01
1.000000000000000000e+01 3.000000000000000000e+00 2.350000000000000000e+02 6.950000000000000000e+02 2.044753198141555373e-01 4.331076504445286542e-04 1.463951630010763838e-02 7.804520562352923463e-01
1.100000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 6.990000000000000000e+02 5.626381059282250519e-01 1.902879221118133207e-02 5.142487304122623365e-02 3.669082288193675767e-01
1.200000000000000000e+01 3.000000000000000000e+00 2.440000000000000000e+02 7.060000000000000000e+02 9.148740820933481607e-03 1.966465905836605084e-04 3.261007111934373648e-01 6.645539013950449991e-01
1.300000000000000000e+01 3.000000000000000000e+00 2.410000000000000000e+02 7.020000000000000000e+02 1.454004516782280709e-01 2.503906736699422248e-04 1.077097440340368806e-02 8.435781832446981321e-01
1.400000000000000000e+01 3.000000000000000000e+00 2.290000000000000000e+02 7.030000000000000000e+02 2.004945560660721937e-01 2.737799582310405152e-03 3.395159979491353952e-01 4.572516464024822258e-01
1.500000000000000000e+01 3.000000000000000000e+00 2.260000000000000000e+02 6.960000000000000000e+02 1.637322642625897370e-02 1.007860593668392986e-05 9.788912182894381475e-01 4.725476678366213185e-03
1.600000000000000000e+01 3.000000000000000000e+00 2.280000000000000000e+02 6.950000000000000000e+02 1.073326423151919479e-01 1.695258509148231223e-03 6.657146732706512582e-01 2.252574259050085514e-01
1.700000000000000000e+01 3.000000000000000000e+00 2.270000000000000000e+02 6.930000000000000000e+02 1.781557924393021297e-01 2.668040443078378778e-04 5.894112809429880029e-01 2.321661225734017453e-01
1.800000000000000000e+01 3.000000000000000000e+00 2.260000000000000000e+02 6.960000000000000000e+02 4.987410197554820179e-02 2.482326212783018396e-04 8.107536771595578173e-01 1.391239882436157149e-01
1.900000000000000000e+01 3.000000000000000000e+00 2.260000000000000000e+02 7.000000000000000000e+02 8.889736521130939817e-01 9.906863546146381719e-04 1.564875486724239765e-03 1.084707860455673550e-01
2.000000000000000000e+01 3.000000000000000000e+00 2.250000000000000000e+02 6.980000000000000000e+02 9.735019089715163387e-02 5.020119191960813534e-04 7.757648898759567091e-01 1.263829073076956633e-01
2.100000000000000000e+01 3.000000000000000000e+00 2.290000000000000000e+02 6.900000000000000000e+02 3.152508266561934169e-01 9.860952492203279521e-04 1.888351899905835185e-01 4.949278881040025113e-01
2.200000000000000000e+01 3.000000000000000000e+00 2.300000000000000000e+02 6.900000000000000000e+02 3.363876307544352851e-01 1.159103780914306613e-03 4.261171071970822344e-01 2.363361582675680139e-01
2.300000000000000000e+01 3.000000000000000000e+00 2.270000000000000000e+02 6.960000000000000000e+02 2.063783953199119225e-02 1.556504633795111287e-04 9.426586074044820407e-01 3.654790260014742498e-02
2.400000000000000000e+01 3.000000000000000000e+00 2.270000000000000000e+02 7.010000000000000000e+02 4.942886777665658066e-03 1.444218290338640616e-05 9.937713021901318777e-01 1.271368849299062001e-03
2.500000000000000000e+01 3.000000000000000000e+00 2.260000000000000000e+02 6.950000000000000000e+02 6.410890210743014350e-02 5.320981129616283870e-04 5.561248901566155922e-01 3.792341096229924768e-01
2.600000000000000000e+01 3.000000000000000000e+00 2.270000000000000000e+02 6.940000000000000000e+02 1.166652424613179168e-01 1.675134914893980234e-03 5.600601286738566831e-01 3.215994939499313143e-01
2.700000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 7.000000000000000000e+02 1.770497775187447609e-02 1.468840010038384902e-04 8.565522892236134833e-01 1.255958490235080660e-01
2.800000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 6.980000000000000000e+02 2.406894068115467966e-01 1.230044226589768232e-03 5.641856591357710116e-01 1.938948898260922926e-01
2.900000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 7.000000000000000000e+02 6.790346992669016313e-01 2.036245886881994389e-03 7.310426522695119902e-03 3.116186283235212184e-01
3.000000000000000000e+01 3.000000000000000000e+00 2.350000000000000000e+02 6.990000000000000000e+02 9.229020697739800383e-01 4.558506170432750741e-03 5.884952233949043016e-03 6.665447182163795892e-02
3.100000000000000000e+01 3.000000000000000000e+00 2.340000000000000000e+02 6.990000000000000000e+02 6.876768849508624326e-01 2.292563736971879422e-03 2.495000640234959141e-02 2.850805449098159916e-01
3.200000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 7.020000000000000000e+02 5.958076089547477139e-01 1.213043167124774977e-03 3.115117809088871481e-02 3.718281697872387048e-01
3.300000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.970000000000000000e+02 2.058905137618458406e-02 7.729202219697350927e-04 1.444674788702477418e-02 9.641912805148207255e-01
3.400000000000000000e+01 3.000000000000000000e+00 2.430000000000000000e+02 6.910000000000000000e+02 7.206419750330719243e-01 1.483138951615077051e-03 8.809990179181434629e-04 2.769938869973951889e-01
3.500000000000000000e+01 3.000000000000000000e+00 2.390000000000000000e+02 6.900000000000000000e+02 5.038493587125180140e-01 1.579727735326347526e-01 7.748715081034628430e-03 3.304291526738128426e-01
3.600000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.950000000000000000e+02 6.268884811987915362e-02 4.215728603312089923e-04 1.494534378799051641e-03 9.353950446409905473e-01
3.700000000000000000e+01 3.000000000000000000e+00 2.340000000000000000e+02 7.010000000000000000e+02 3.333643267487709783e-02 4.399669631133818750e-04 3.672601063832591217e-01 5.989634939787505941e-01
3.800000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 6.970000000000000000e+02 3.461413487780680698e-01 4.668254689182454314e-03 2.203424008183376692e-01 4.288479957144120114e-01
3.900000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.950000000000000000e+02 5.668018448122653652e-01 1.707985417268161618e-03 7.999860307417700584e-04 4.306901837397245081e-01
4.000000000000000000e+01 3.000000000000000000e+00 2.340000000000000000e+02 6.920000000000000000e+02 4.322952622706803527e-02 1.970035014256846934e-02 1.590300773227259004e-02 9.211671158980908602e-01
4.100000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 6.890000000000000000e+02 1.209904746234974210e-01 3.097301317648091384e-02 2.055873650417710033e-04 8.478309248349801264e-01
4.200000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 6.840000000000000000e+02 2.491179267643488238e-01 5.363874121308534644e-04 8.784236093612482303e-05 7.502578434625842840e-01
4.300000000000000000e+01 3.000000000000000000e+00 2.270000000000000000e+02 6.830000000000000000e+02 5.943268182073682127e-01 3.822887457121025784e-04 3.830495468422871752e-02 3.669859383626907778e-01
4.400000000000000000e+01 3.000000000000000000e+00 2.290000000000000000e+02 6.900000000000000000e+02 8.171488065929420896e-01 6.602284112401526168e-04 2.618328415709551046e-03 1.795726365801083857e-01
4.500000000000000000e+01 3.000000000000000000e+00 2.320000000000000000e+02 6.920000000000000000e+02 9.314767976447760889e-01 3.191919508694483656e-04 1.311884449774301114e-04 6.807282195937706948e-02
4.600000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 6.910000000000000000e+02 9.146004644479794887e-01 3.168591800547374058e-04 6.190917957993246137e-03 7.889175841397273736e-02
4.700000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 6.950000000000000000e+02 5.104056801825070794e-02 8.251360433938080899e-03 4.526401721622169694e-02 8.954440543315893564e-01
4.800000000000000000e+01 3.000000000000000000e+00 2.320000000000000000e+02 6.960000000000000000e+02 2.459308467573690271e-04 4.271936575218560008e-04 4.809608732767891442e-03 9.945172667629529339e-01
4.900000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 6.970000000000000000e+02 6.623486130577096488e-03 2.922101983622873989e-03 2.181309369975913126e-02 9.686413181860411559e-01
5.000000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 6.990000000000000000e+02 1.175845746757078064e-02 6.628758825165826513e-04 3.357117344348246879e-02 9.540074932064301905e-01
5.100000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 7.050000000000000000e+02 2.706860916146131696e-02 2.503872409200972332e-05 3.209262582453440999e-03 9.696970895319930728e-01
5.200000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 7.020000000000000000e+02 4.893643958776628389e-01 8.259963944893117249e-04 1.335171598540241603e-02 4.964578917424455895e-01
5.300000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 6.960000000000000000e+02 8.447449872839253304e-01 2.855835173995715116e-03 1.199420461081680898e-04 1.522792354959706107e-01
5.400000000000000000e+01 3.000000000000000000e+00 2.380000000000000000e+02 6.970000000000000000e+02 6.652088410054725065e-01 3.694032760189880208e-04 3.951803563858413693e-02 2.949037200799242697e-01
5.500000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.970000000000000000e+02 9.726217425708549857e-01 8.000625576388588475e-04 3.680427512105627005e-03 2.289776735940023816e-02
5.600000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.970000000000000000e+02 9.767251913007741759e-01 3.429183200802960883e-04 3.284308019107779700e-03 1.964758236003772557e-02
5.700000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 6.990000000000000000e+02 4.005070750719939010e-01 1.874983314440918820e-03 1.764102777912187614e-01 4.212076638223467007e-01
5.800000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 7.000000000000000000e+02 1.147349782053750794e-01 5.768663204647459831e-04 4.404483991688798840e-04 8.842477070749913404e-01
5.900000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 7.000000000000000000e+02 5.649061456372638235e-01 9.966628366514949304e-05 5.310985754446373268e-03 4.296832023246248133e-01
6.000000000000000000e+01 3.000000000000000000e+00 2.310000000000000000e+02 7.000000000000000000e+02 9.349972300077299403e-01 3.117866751388798791e-03 1.767282405803566813e-04 6.170817500030104791e-02
6.100000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 6.970000000000000000e+02 8.953298797317005286e-01 2.654910055864824394e-03 1.514230601289795128e-02 8.687290419953697107e-02
6.200000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.950000000000000000e+02 9.836924273107686689e-01 1.330334196643263595e-04 3.741013500275254013e-03 1.243352576929182378e-02
6.300000000000000000e+01 3.000000000000000000e+00 2.350000000000000000e+02 6.990000000000000000e+02 1.289857002421487542e-01 1.603800192524845953e-04 7.937614962859662615e-01 7.709242345263250806e-02
6.400000000000000000e+01 3.000000000000000000e+00 2.340000000000000000e+02 6.960000000000000000e+02 9.583973470117167215e-02 4.590483816013775993e-04 8.170946949353363742e-01 8.660652198189072726e-02
6.500000000000000000e+01 3.000000000000000000e+00 2.350000000000000000e+02 6.980000000000000000e+02 7.208512916332712184e-01 2.282439932446180854e-03 2.485846794157560088e-02 2.520078004927068793e-01
6.600000000000000000e+01 3.000000000000000000e+00 2.330000000000000000e+02 6.960000000000000000e+02 6.249856186347659825e-01 7.000326920055916727e-04 2.313070981622848687e-01 1.430072505109436232e-01
6.700000000000000000e+01 3.000000000000000000e+00 2.350000000000000000e+02 6.930000000000000000e+02 2.675736218813575262e-01 2.211629453295483184e-04 3.961531802167096022e-02 6.925898971516417646e-01
6.800000000000000000e+01 3.000000000000000000e+00 2.380000000000000000e+02 6.930000000000000000e+02 6.970380489524625744e-01 4.543646515972996243e-03 1.550924262894607386e-01 1.433258782421034105e-01
6.900000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.920000000000000000e+02 8.572447482454196299e-01 3.190432363054409551e-04 5.579685463575762006e-02 8.663935388251718661e-02
7.000000000000000000e+01 3.000000000000000000e+00 2.370000000000000000e+02 6.960000000000000000e+02 1.599758522802092187e-01 3.722448041033709471e-04 7.971761376451572678e-01 4.247576527053042311e-02
7.100000000000000000e+01 3.000000000000000000e+00 2.360000000000000000e+02 6.960000000000000000e+02 3.259457171878399895e-01 7.272441715321120194e-04 5.677122791591550088e-01 1.056147594814731416e-01
7.200000000000000000e+01 3.000000000000000000e+00 2.400000000000000000e+02 6.960000000000000000e+02 1.210470527239982386e-01 3.154688673037656533e-03 1.618150314252316258e-01 7.139832271777323269e-01
